date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:28	13745/13745	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jan%202022%2023:17:36%20GMT	https://template.viserlab.com/casinous/demo/terms-conditions.html	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/terms-conditions.html	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:29	9683/9683	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jan%202022%2023:17:36%20GMT	https://template.viserlab.com/casinous/demo/sign-in.html	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/sign-in.html	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:30	11947/11947	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jan%202022%2023:17:36%20GMT	https://template.viserlab.com/casinous/demo/sign-up.html	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/sign-up.html	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:30	22287/22287	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jan%202022%2023:17:36%20GMT	https://template.viserlab.com/casinous/demo/blog.html	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/blog.html	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:31	20898/20898	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jan%202022%2023:17:36%20GMT	https://template.viserlab.com/casinous/demo/blog-details.html	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/blog-details.html	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:32	11966/11966	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Jan%202022%2023:17:36%20GMT	https://template.viserlab.com/casinous/demo/contact.html	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/contact.html	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:34	30890/30890	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2000:03:00%20GMT	https://template.viserlab.com/casinous/demo/assets/images/banner/card.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/banner/card.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:34	638278/638278	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Dec%202021%2022:46:48%20GMT	https://template.viserlab.com/casinous/demo/assets/images/banner/bg.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/banner/bg.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:36	336144/336144	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2018:07:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/banner/thumb.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/banner/thumb.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:36	320577/320577	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2022:56:02%20GMT	https://template.viserlab.com/casinous/demo/assets/images/about/thumb.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/about/thumb.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:36	35422/35422	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Dec%202021%2018:15:04%20GMT	https://template.viserlab.com/casinous/demo/assets/images/about/shape.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/about/shape.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:37	83498/83498	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/bg3.jpg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/bg3.jpg	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:37	39716/39716	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/item2.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/item2.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:38	66774/66774	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/item1.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/item1.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:38	15872/15872	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/item3.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/item3.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:39	30624/30624	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/item4.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/item4.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:39	17627/17627	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/item5.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/item5.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:40	48625/48625	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:47:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/game/item6.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/game/item6.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:40	159197/159197	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Dec%202021%2017:41:18%20GMT	https://template.viserlab.com/casinous/demo/assets/images/why/shape.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/why/shape.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:41	223388/223388	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Dec%202021%2018:12:42%20GMT	https://template.viserlab.com/casinous/demo/assets/images/how/bg2.jpg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/how/bg2.jpg	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:42	73536/73536	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2017:45:00%20GMT	https://template.viserlab.com/casinous/demo/assets/images/faq/shape.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/faq/shape.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:42	237256/237256	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:48:04%20GMT	https://template.viserlab.com/casinous/demo/assets/images/top/bg.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/top/bg.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:43	7934/7934	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:48:04%20GMT	https://template.viserlab.com/casinous/demo/assets/images/top/item1.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/top/item1.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:43	7936/7936	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:48:04%20GMT	https://template.viserlab.com/casinous/demo/assets/images/top/item2.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/top/item2.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:44	8820/8820	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:48:04%20GMT	https://template.viserlab.com/casinous/demo/assets/images/top/item3.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/top/item3.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:45	45948/45948	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:48:04%20GMT	https://template.viserlab.com/casinous/demo/assets/images/top/bg2.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/top/bg2.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:45	169033/169033	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2023:25:22%20GMT	https://template.viserlab.com/casinous/demo/assets/images/testimonial/bg.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/testimonial/bg.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:46	121419/121419	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Dec%202021%2018:10:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/footer/bg.jpg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/footer/bg.jpg	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:46	440248/440248	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2000:45:20%20GMT	https://template.viserlab.com/casinous/demo/assets/images/footer/shape.png	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/images/footer/shape.png	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:46	89501/89501	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2029%20Sep%202021%2020:57:50%20GMT	https://template.viserlab.com/casinous/demo/assets/js/lib/jquery-3.6.0.min.js	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/js/lib/jquery-3.6.0.min.js	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:46	60089/60089	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2006%20Dec%202021%2023:59:14%20GMT	https://template.viserlab.com/casinous/demo/assets/js/lib/bootstrap.min.js	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/js/lib/bootstrap.min.js	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:46	42863/42863	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2004%20Oct%202017%2003:49:30%20GMT	https://template.viserlab.com/casinous/demo/assets/js/lib/slick.min.js	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/js/lib/slick.min.js	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:47	6000/6000	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2003%20Jan%202022%2021:17:24%20GMT	https://template.viserlab.com/casinous/demo/assets/js/main.js	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/js/main.js	(from https://template.viserlab.com/casinous/demo/index.html)
17:38:48	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.eot	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:48	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400d41d.eot	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:49	76612/76612	---M--	200	added ('OK')	font/woff2	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.woff2	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:50	89824/89824	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.woff	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:51	132728/132728	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.ttf	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:52	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-brands-400.svg	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:52	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.eot	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:53	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400d41d.eot	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:54	13584/13584	---M--	200	added ('OK')	font/woff2	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.woff2	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:54	16800/16800	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.woff	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:55	34092/34092	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.ttf	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:56	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-regular-400.svg	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:57	202902/202902	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.eot	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:57	202902/202902	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900d41d.eot	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:58	79444/79444	---M--	200	added ('OK')	font/woff2	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.woff2	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:38:59	103300/103300	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.woff	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:39:00	202616/202616	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.ttf	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:39:01	897426/897426	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/webfonts/fa-solid-900.svg	(from https://template.viserlab.com/casinous/demo/assets/css/all.min.css)
17:39:02	156260/156260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.eot	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.eot	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:03	156260/156260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.eot?	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-brands-400d41d.eot	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:03	84772/84772	---M--	200	added ('OK')	font/woff2	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.woff2	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.woff2	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:04	98673/98673	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.woff	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.woff	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:05	156072/156072	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.ttf	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.ttf	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:06	927335/927335	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.svg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-brands-400.svg	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:07	33916/33916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.eot	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.eot	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:07	33916/33916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.eot?	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-regular-400d41d.eot	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:07	12900/12900	---M--	200	added ('OK')	font/woff2	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.woff2	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.woff2	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:08	15489/15489	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.woff	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.woff	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:09	33724/33724	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.ttf	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.ttf	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:09	113535/113535	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.svg	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-regular-400.svg	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:10	226312/226312	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-solid-900.eot	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-solid-900.eot	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
17:39:11	226312/226312	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Dec%202021%2018:14:38%20GMT	https://template.viserlab.com/casinous/demo/assets/fonts/la-solid-900.eot?	C:/My%20Web%20Sites/casino/template.viserlab.com/casinous/demo/assets/fonts/la-solid-900d41d.eot	(from https://template.viserlab.com/casinous/demo/assets/css/line-awesome.min.css)
